,,,,,,,
Date,Open,High,Low,Close,Volume,,
5/28/2020,1432.62893,1448.668513,1412.027885,1424.911552,2872116,,
5/29/2020,1423.885438,1433.242264,1399.684112,1424.296677,3303185,,
6/1/2020,1418.344012,1437.294876,1406.846627,1431.212513,1964306,,
6/2/2020,1430.915368,1445.213477,1419.127034,1442.44777,2192383,,
6/3/2020,1443.165126,1472.70231,1440.948283,1464.052516,2375578,,
6/4/2020,1465.165821,1472.381413,1448.348113,1462.296648,2717791,,
6/5/2020,1464.121362,1516.569411,1459.43342,1502.373411,3531658,,
6/8/2020,1505.009785,1527.33457,1498.641532,1525.167137,2369748,,
6/9/2020,1526.321475,1532.341467,1501.651357,1513.965741,2566633,,
6/10/2020,1513.835378,1531.890486,1493.885793,1501.749633,3052623,,
6/11/2020,1500.104985,1503.071033,1404.630574,1410.602851,5176071,,
6/12/2020,1412.013004,1454.283689,1398.306584,1426.340406,3978684,,
6/15/2020,1406.168539,1454.586997,1374.469731,1450.307331,2746892,,
6/16/2020,1448.823209,1495.790986,1445.578821,1475.575852,4115446,,
6/17/2020,1471.625032,1490.535754,1458.034635,1464.975386,2671541,,
6/18/2020,1464.141927,1473.659706,1443.562808,1460.373741,2462335,,
6/19/2020,1460.294752,1485.187189,1443.228094,1444.468649,2923090,,
6/22/2020,1435.59149,1473.83938,1428.786621,1472.129915,2066352,,
6/23/2020,1472.306413,1494.036767,1445.688098,1476.738704,2278723,,
6/24/2020,1474.835783,1483.154695,1426.112378,1443.237946,3548170,,
6/25/2020,1442.13504,1458.484365,1419.512032,1454.961594,2945968,,
6/26/2020,1453.650367,1459.015562,1415.008204,1421.27942,3293432,,
6/29/2020,1410.095453,1452.638356,1406.491081,1450.123514,2529291,,
6/30/2020,1449.813747,1472.358328,1439.784433,1467.962573,2543894,,
7/1/2020,1466.237113,1483.524285,1451.989508,1468.967757,2381510,,
7/2/2020,1467.921615,1496.916773,1464.742122,1479.972212,2331204,,
7/6/2020,1476.215869,1509.803645,1471.899976,1502.484959,2372417,,
7/7/2020,1501.963165,1510.784825,1479.708391,1481.959742,2158498,,
7/8/2020,1481.528139,1498.729981,1474.076579,1495.872906,2409959,,
7/9/2020,1498.070044,1503.089666,1465.183896,1482.684141,2942925,,
7/10/2020,1483.109982,1505.579235,1466.283552,1503.422025,2344555,,
7/13/2020,1505.961791,1533.083164,1481.785133,1485.891579,3279087,,
7/14/2020,1487.300816,1509.132534,1469.470695,1503.846332,3713694,,
7/15/2020,1513.909232,1538.616762,1505.527471,1528.108056,3176045,,
7/16/2020,1530.392542,1533.288552,1506.590774,1511.454672,2474018,,
7/17/2020,1513.974751,1528.970902,1511.126743,1519.842462,2003626,,
7/20/2020,1520.090953,1539.925314,1507.568161,1535.953329,2207391,,
7/21/2020,1535.378466,1555.82246,1528.033937,1539.867043,2402180,,
7/22/2020,1539.328588,1549.745759,1525.613042,1543.125875,2140786,,
7/23/2020,1545.097805,1557.275689,1515.572697,1523.605401,2713676,,
7/24/2020,1524.821151,1529.717041,1499.630232,1508.016399,2761037,,
7/27/2020,1510.354955,1528.216149,1501.588521,1526.535459,2004433,,
7/28/2020,1528.007525,1534.809403,1510.208796,1513.064238,2090120,,
7/29/2020,1514.623304,1535.376072,1508.34379,1532.285356,1861610,,
7/30/2020,1534.251614,1543.678133,1504.047724,1531.711399,2906973,,
7/31/2020,1542.376684,1545.313913,1509.033413,1535.105981,3393047,,
8/3/2020,1539.180389,1556.633735,1529.268798,1553.444587,1926287,,
8/4/2020,1554.190726,1562.585177,1545.261155,1561.615889,1833321,,
8/5/2020,1561.83275,1579.916463,1557.624734,1575.670898,1783874,,
8/6/2020,1576.010554,1591.989805,1568.438445,1589.117098,2097318,,
8/7/2020,1589.075931,1597.925593,1572.134166,1590.272158,2527461,,
8/10/2020,1592.245127,1605.509107,1578.89108,1598.675478,2023144,,
8/11/2020,1598.132325,1616.002632,1579.975784,1586.14237,2746877,,
8/12/2020,1591.691108,1613.701604,1584.014913,1604.185599,2173124,,
8/13/2020,1603.420275,1614.822075,1597.463489,1604.877058,1886260,,
8/14/2020,1605.264523,1612.263255,1592.065347,1600.782885,1740487,,
8/17/2020,1602.90958,1614.862852,1600.390255,1611.206536,1194134,,
8/18/2020,1610.922543,1620.587024,1600.934786,1612.052109,1586538,,
8/19/2020,1612.919427,1620.534469,1602.391137,1606.377181,2052233,,
8/20/2020,1605.715815,1615.733773,1590.927354,1610.888039,1885790,,
8/21/2020,1611.665466,1621.843153,1597.815835,1615.011509,1952936,,
8/24/2020,1618.056404,1636.185795,1614.102452,1631.756137,2167744,,
8/25/2020,1632.019041,1646.065281,1622.637,1637.105238,1941381,,
8/26/2020,1638.214586,1655.230537,1631.817864,1651.150927,2109567,,
8/27/2020,1650.966537,1662.517765,1638.865732,1653.394907,2690820,,
8/28/2020,1654.979321,1666.932792,1650.389237,1661.558969,1999334,,
8/31/2020,1663.686622,1676.446531,1651.328193,1659.087335,2268790,,
9/1/2020,1657.493664,1679.151241,1651.403089,1677.125346,2105469,,
9/2/2020,1678.235469,1701.596374,1668.651505,1696.986699,2936366,,
9/3/2020,1696.231465,1700.848267,1621.374677,1638.976585,4397329,,
9/4/2020,1635.233568,1652.001926,1577.873512,1615.874284,4832739,,
9/8/2020,1616.797928,1630.931077,1568.180792,1574.262858,4386043,,
9/9/2020,1564.612358,1616.189557,1552.913431,1604.72007,3139267,,
9/10/2020,1603.200368,1621.867535,1572.257553,1579.13803,3687760,,
9/11/2020,1580.928683,1598.16258,1558.568234,1571.495474,2715162,,
9/14/2020,1578.169585,1609.519088,1576.616771,1601.812171,1996760,,
9/15/2020,1597.153986,1618.747838,1594.943041,1609.597784,2702802,,
9/16/2020,1608.720958,1628.142531,1595.773344,1603.563902,2722401,,
9/17/2020,1604.23939,1607.320463,1566.757169,1588.486955,3923219,,
9/18/2020,1586.658074,1598.034558,1554.789146,1575.35263,3571803,,
9/21/2020,1574.208837,1581.222727,1520.798143,1551.620499,3738920,,
9/22/2020,1548.765464,1568.070825,1538.834801,1563.243017,2502337,,
9/23/2020,1565.486608,1574.748769,1521.338531,1526.02885,3042179,,
9/24/2020,1524.971082,1547.438652,1506.653514,1529.664554,3562964,,
9/25/2020,1532.793868,1559.446847,1514.359071,1554.359047,2674347,,
9/28/2020,1555.684771,1590.89997,1555.103143,1587.169141,2400244,,
9/29/2020,1587.608401,1594.98367,1570.796457,1582.718188,2085362,,
9/30/2020,1580.178801,1607.64083,1560.763336,1590.298801,3325047,,
10/1/2020,1586.117418,1612.551557,1585.074085,1604.769183,2552397,,
10/2/2020,1603.970028,1611.421351,1565.457693,1588.619,3327244,,
10/5/2020,1599.077896,1624.131363,1592.620164,1620.620568,1792511,,
10/6/2020,1620.828273,1640.132187,1593.381339,1604.103217,2882305,,
10/7/2020,1596.952331,1638.006084,1594.349881,1633.559553,2231000,,
10/8/2020,1633.754985,1652.323054,1632.967198,1645.914846,1853927,,
10/9/2020,1650.355587,1666.605796,1647.24801,1662.774421,1947526,,
10/12/2020,1661.672767,1696.559942,1657.318005,1690.988782,2491486,,
10/13/2020,1690.984003,1697.300409,1671.577623,1680.440769,2760475,,
10/14/2020,1679.111516,1691.030412,1661.307836,1666.892807,2500086,,
10/15/2020,1665.93937,1673.736221,1640.599655,1666.237789,2652323,,
10/16/2020,1668.33029,1683.786388,1658.517929,1659.987963,2237759,,
10/19/2020,1663.830234,1678.839018,1635.890126,1641.496587,2563478,,
10/20/2020,1648.047554,1662.781586,1636.64537,1645.031023,2639684,,
10/21/2020,1646.323583,1658.768473,1635.565109,1642.496197,2604720,,
10/22/2020,1641.863807,1656.645219,1624.943441,1651.879153,2392861,,
10/23/2020,1655.000874,1659.594825,1640.319743,1652.896788,1967283,,
10/26/2020,1650.320503,1652.697443,1602.69153,1622.601441,3020382,,
10/27/2020,1622.700402,1633.731448,1607.853817,1618.604046,2438776,,
10/28/2020,1611.195344,1612.478915,1560.054568,1561.494301,3924745,,
10/29/2020,1567.442385,1594.0026,1552.794782,1580.921935,3042565,,
10/30/2020,1564.469008,1577.945774,1538.736484,1557.542681,3818678,,
11/2/2020,1556.301348,1586.255932,1545.263574,1575.125657,2832399,,
11/3/2020,1576.840224,1619.930413,1575.332884,1609.865937,2523718,,
11/4/2020,1611.592829,1664.263995,1580.389704,1642.190466,4247009,,
11/5/2020,1649.065243,1688.308949,1636.951003,1682.030883,2628139,,
11/6/2020,1683.325756,1689.844456,1658.528459,1676.213788,2563551,,
11/9/2020,1685.922077,1777.755008,1671.098987,1698.898405,3928022,,
11/10/2020,1702.62117,1721.050587,1676.323298,1702.779902,3433461,,
11/11/2020,1704.895512,1725.201744,1693.683906,1716.132968,2175899,,
11/12/2020,1719.20713,1722.134398,1687.37473,1697.904098,2607542,,
11/13/2020,1700.788393,1727.416427,1689.993955,1723.118885,2102198,,
11/16/2020,1725.795513,1755.540621,1721.263776,1747.300437,2130619,,
11/17/2020,1750.108655,1755.392308,1726.6358,1744.512095,1989453,,
11/18/2020,1742.750205,1754.733083,1721.332646,1725.938349,2133003,,
11/19/2020,1723.755003,1737.262642,1713.164264,1735.618318,2024774,,
11/20/2020,1726.510037,1738.466851,1715.921018,1726.468591,1829487,,
11/23/2020,1722.790793,1751.486373,1718.711431,1742.379895,1924629,,
11/24/2020,1743.525277,1776.553113,1741.854796,1770.562172,2020346,,
11/25/2020,1772.624782,1782.421342,1759.174278,1768.656608,1670650,,
11/27/2020,1771.03965,1781.391938,1760.223322,1776.515627,1121234,,
11/30/2020,1779.569552,1784.224718,1748.052579,1763.763236,2563455,,
12/1/2020,1768.91422,1792.794214,1766.208929,1781.090297,2170380,,
12/2/2020,1780.605809,1786.862043,1765.71731,1783.348038,1790218,,
12/3/2020,1785.948948,1797.458653,1778.142387,1786.747118,1789540,,
12/4/2020,1789.099699,1809.624354,1786.619651,1808.17819,1568448,,
12/7/2020,1807.826065,1815.273959,1795.739969,1808.244039,1651747,,
12/8/2020,1804.106646,1821.990293,1794.463867,1819.104541,1773805,,
12/9/2020,1821.738252,1829.198925,1791.216459,1800.563845,2833186,,
12/10/2020,1799.577246,1811.587147,1783.24525,1805.305923,2494802,,
12/11/2020,1806.666858,1809.768661,1782.638772,1800.952827,2265569,,
12/14/2020,1808.163521,1824.833185,1797.461264,1801.262859,2107734,,
12/15/2020,1802.76526,1828.698168,1796.384555,1826.537928,2634036,,
12/16/2020,1827.837235,1837.880768,1818.514514,1827.625027,2243761,,
12/17/2020,1828.991606,1843.160535,1827.331125,1840.550164,1907458,,
12/18/2020,1840.296779,1848.012113,1823.020924,1834.356869,2555862,,
12/21/2020,1846.47458,1849.014108,1778.391668,1831.0361,2962328,,
12/22/2020,1830.805015,1841.466795,1816.350184,1833.207203,1867062,,
12/23/2020,1831.992307,1846.941791,1819.447818,1837.833399,1637390,,
12/24/2020,1839.795598,1847.198992,1833.572809,1842.404776,645544,,
12/28/2020,1837.212601,1864.345608,1833.171087,1851.654709,1363834,,
12/29/2020,1853.099394,1862.981427,1834.695762,1839.878999,1667008,,
12/30/2020,1842.042284,1855.347825,1836.818002,1846.746272,1323110,,
12/31/2020,1847.031055,1856.194867,1838.166933,1853.475337,1501269,,
1/4/2021,1854.19439,1867.718969,1804.372381,1826.363856,3180574,,
1/5/2021,1827.361673,1850.437881,1816.324944,1843.958872,2237201,,
1/6/2021,1844.75449,1888.438237,1825.600981,1867.503799,3538937,,
1/7/2021,1871.973426,1902.928608,1866.09404,1897.813038,2067414,,
1/8/2021,1898.419184,1916.118045,1882.283836,1906.127505,2509389,,
1/11/2021,1904.568369,1908.559538,1879.006281,1894.280628,2067958,,
1/12/2021,1895.756266,1909.742807,1884.716925,1904.877044,1953025,,
1/13/2021,1903.292382,1914.301967,1893.259546,1904.889195,1753323,,
1/14/2021,1907.10758,1924.618103,1898.527397,1911.258143,1900870,,
1/15/2021,1911.992596,1915.165693,1878.800701,1893.034986,2758153,,
1/19/2021,1887.942864,1917.167316,1882.690821,1911.596614,2167725,,
1/20/2021,1913.619873,1942.588151,1908.834466,1935.924178,2022128,,
1/21/2021,1933.376427,1945.956671,1926.777788,1934.658512,1773386,,
1/22/2021,1934.434653,1942.56125,1916.5512,1936.281913,1934599,,
1/25/2021,1935.698991,1954.615263,1908.985727,1940.871168,2920576,,
1/26/2021,1939.484837,1954.099435,1923.612452,1936.236072,2018693,,
1/27/2021,1936.315892,1943.084682,1871.051631,1890.760256,3904432,,
1/28/2021,1887.062391,1928.919455,1867.616957,1901.043558,3302878,,
1/29/2021,1896.899071,1906.922541,1856.065729,1865.252485,3996969,,
2/1/2021,1858.526746,1907.523554,1837.86259,1901.018054,2567054,,
2/2/2021,1901.022361,1936.73579,1898.117623,1928.975422,2213621,,
2/3/2021,1932.736772,1941.996288,1917.852902,1929.984238,2067062,,
2/4/2021,1934.476732,1960.198134,1923.571155,1956.571483,1810909,,
2/5/2021,1957.836551,1974.558286,1954.221459,1969.615051,1878992,,
2/8/2021,1973.718175,1995.916713,1970.384288,1993.605574,1643181,,
2/9/2021,1995.705248,2003.432297,1986.097865,1996.298683,1522419,,
2/10/2021,1998.792607,2009.853685,1975.884438,1991.118811,2498094,,
2/11/2021,1993.326358,2004.724079,1976.902696,1995.859011,2143480,,
2/12/2021,1992.281445,2006.392591,1982.593366,2002.781785,1704201,,
2/16/2021,2007.002957,2020.526439,1991.07201,1997.788647,2434134,,
2/17/2021,1997.713906,2001.360843,1970.513634,1992.391385,2332706,,
2/18/2021,1992.780429,1997.248158,1961.237295,1976.390747,2484556,,
2/19/2021,1977.783696,1999.967021,1965.142759,1985.931249,2314071,,
2/22/2021,1986.827099,1995.126484,1955.891626,1965.766089,2562934,,
2/23/2021,1968.134765,1979.389348,1914.033627,1960.499148,3713159,,
2/24/2021,1959.631209,1994.864013,1942.942213,1989.678486,3063614,,
2/25/2021,1992.040129,1999.21602,1922.933691,1931.355844,4364878,,
2/26/2021,1927.792766,1955.09267,1901.764513,1925.635296,4521600,,
3/1/2021,1930.435979,1984.096816,1926.938638,1977.79693,2593277,,
3/2/2021,1981.256819,1983.342273,1949.654692,1951.734475,2594163,,
3/3/2021,1952.877988,1973.697798,1921.524552,1924.051036,3438307,,
3/4/2021,1924.417848,1937.796743,1862.881439,1888.675325,4960144,,
3/5/2021,1889.123819,1929.855383,1856.131717,1924.898736,4650495,,
3/8/2021,1932.929682,1954.136975,1895.632745,1915.998059,3457804,,
3/9/2021,1923.116462,1968.034717,1918.5517,1952.934409,2726058,,
3/10/2021,1955.646115,1988.48176,1943.690408,1970.937823,2970253,,
3/11/2021,1977.009036,2010.530831,1968.542974,2002.460862,2480595,,
3/12/2021,2004.077957,2015.75469,1985.732217,2007.143567,2234629,,
3/15/2021,2010.667864,2023.649236,1995.524844,2019.845895,1923689,,
3/16/2021,2016.117841,2026.351543,1998.03078,2007.203211,2820929,,
3/17/2021,2008.357055,2022.579682,1986.31032,2016.6418,2956002,,
3/18/2021,2015.659497,2026.272486,1970.415367,1973.771663,3267232,,
3/19/2021,1976.293668,1990.553576,1955.456742,1976.357675,3111867,,
3/22/2021,1973.44025,1998.923169,1962.402287,1985.369622,2103267,,
3/23/2021,1986.819502,1993.262176,1947.931207,1954.002284,2881407,,
3/24/2021,1958.261903,1979.019873,1928.403282,1930.904252,3130665,,
3/25/2021,1933.535244,1955.17966,1904.779393,1947.319218,3574197,,
3/26/2021,1951.028879,1981.659654,1942.18604,1978.877724,3023595,,
3/29/2021,1979.409628,1984.54939,1948.831987,1962.004393,2989207,,
3/30/2021,1966.126922,1977.503152,1947.270857,1966.379534,2483578,,
3/31/2021,1968.269195,1994.487006,1963.178471,1984.101627,2473981,,
4/1/2021,1982.649283,2010.112193,1980.31605,2007.108246,131315,,
4/2/2021,2021.959308,2040.157217,2007.881327,2027.401023,682871,,
4/5/2021,2029.032841,2040.549292,2017.567664,2028.240398,1985377,,
4/6/2021,2030.549137,2035.302479,2011.710506,2019.705114,1980356,,
4/7/2021,2022.59542,2037.054325,2014.59303,2031.859585,1813293,,
4/8/2021,2036.660454,2046.560349,2024.533974,2041.163929,1762206,,
4/9/2021,2041.45164,2045.946718,2028.954304,2040.941595,1799968,,
4/12/2021,2041.041538,2051.969273,2027.507555,2044.996892,1905636,,
4/13/2021,2046.289285,2065.097623,2033.303823,2045.745681,2116125,,
4/14/2021,2048.6997,2067.554368,2041.104692,2059.090231,2353657,,
4/15/2021,2059.557263,2073.270883,2053.125458,2067.836472,2056076,,
4/16/2021,2064.434757,2069.87108,2043.689742,2054.986458,2253586,,
4/19/2021,2054.321743,2059.35199,2022.10203,2033.380477,2624860,,
4/20/2021,2031.320803,2058.769205,2019.185677,2053.269391,2562716,,
4/21/2021,2049.620111,2066.561202,2033.087839,2044.417375,2537043,,
4/22/2021,2045.563676,2072.174407,2037.950355,2060.776959,2725580,,
4/23/2021,2060.957327,2081.288822,2056.400647,2074.289176,2150222,,
4/26/2021,2075.833167,2082.385626,2066.772595,2074.128639,1686314,,
4/27/2021,2073.721535,2079.91583,2063.124962,2070.5468,1730592,,
4/28/2021,2072.236401,2087.928869,2057.898179,2073.722996,2225957,,
4/29/2021,2072.805543,2077.286286,2053.736289,2062.092945,2656464,,
4/30/2021,2065.377201,2078.055396,2055.939211,2063.007242,2643009,,
5/3/2021,2062.815075,2066.495489,2030.025993,2047.274442,2339499,,
5/4/2021,2047.051157,2059.208343,2030.964037,2041.709903,2847538,,
5/5/2021,2041.229803,2056.844718,2026.786622,2051.276131,2342496,,
5/6/2021,2052.356224,2076.371128,2044.80917,2070.111553,2637059,,
5/7/2021,2071.346199,2082.970201,2035.86476,2044.914673,2627675,,
5/10/2021,2041.29744,2049.835858,2003.337605,2031.361596,3021552,,
5/11/2021,2027.977953,2033.615941,1977.020803,1985.922441,3805747,,
5/12/2021,1982.321982,2017.384218,1962.63501,1995.314159,3872488,,
5/13/2021,1995.787479,2036.948327,1990.75391,2031.034706,3199794,,
5/14/2021,2031.362039,2044.068442,2011.755458,2034.888246,2318759,,
5/17/2021,2036.215555,2048.283631,2015.329168,2021.96114,2225669,,
5/18/2021,2017.729411,2026.284802,1984.215143,2012.40191,2397025,,
5/19/2021,2010.081235,2033.185356,1992.382687,2026.86399,3096029,,
5/20/2021,2025.929042,2049.387086,2019.271968,2032.154889,2215823,,
5/21/2021,2030.544386,2056.620189,2025.69679,2046.899784,2061197,,
5/24/2021,2048.581283,2065.164518,2037.386508,2046.031207,1738561,,
5/25/2021,2048.718002,2064.508821,2044.606501,2057.7121,1809560,,
5/26/2021,2058.396075,2073.089689,2050.565869,2065.665271,1742432,,
5/27/2021,2070.551206,2078.374154,2062.654236,2067.572068,1799002,,
5/28/2021,2070.422596,2085.149694,2059.641411,2073.658374,1883666,,
6/1/2021,2074.752981,2084.01462,2066.281528,2075.502387,2024663,,
6/2/2021,2076.049075,2081.223096,2051.214466,2065.463765,1966016,,
6/3/2021,2066.365235,2082.71543,2054.222401,2077.591823,2073175,,
6/4/2021,2077.741493,2094.396517,2066.243843,2089.52323,1702421,,
6/7/2021,2091.204264,2102.683247,2080.674293,2095.401122,1730871,,
6/8/2021,2095.400898,2103.278186,2085.597033,2089.38075,1939701,,
6/9/2021,2090.31834,2103.783783,2078.516642,2089.960151,1887442,,
6/10/2021,2091.192386,2103.6638,2084.694413,2099.983277,2097294,,
6/11/2021,2100.65215,2111.880737,2090.330347,2102.851575,1591745,,
6/14/2021,2100.604743,2106.737659,2085.998832,2095.461358,1853702,,
6/15/2021,2094.22669,2098.810259,2071.339741,2085.09557,2594365,,
6/16/2021,2081.09552,2096.196942,2055.210117,2079.709031,2687220,,
6/17/2021,2080.433174,2084.819983,2045.876972,2053.56065,2800251,,
6/18/2021,2050.557576,2082.371627,2032.594683,2071.878177,2827856,,
6/21/2021,2072.094197,2091.395227,2058.793108,2087.690724,2103810,,
6/22/2021,2089.370208,2100.402007,2082.381878,2091.440308,1664794,,
6/23/2021,2092.945425,2114.397708,2091.47125,2106.856414,1581281,,
6/24/2021,2110.543212,2120.31683,2104.63597,2112.776762,1528724,,
6/25/2021,2116.005441,2124.778716,2100.096216,2114.618543,1540942,,
6/28/2021,2115.44481,2124.615377,2107.038688,2114.645471,1395003,,
6/29/2021,2115.855605,2123.721482,2104.496354,2118.289682,1393130,,
6/30/2021,2120.475816,2129.902915,2113.78623,2125.613658,1783191,,
7/1/2021,2125.362587,2140.208454,2115.883418,2130.139866,1611897,,
7/2/2021,2130.304549,2140.817373,2106.875862,2124.780067,1895036,,
7/6/2021,2121.895938,2133.574625,2106.051737,2120.774493,2140110,,
7/7/2021,2121.650298,2125.211912,2085.908597,2109.798524,2294958,,
7/8/2021,2109.147075,2134.776291,2093.4246,2128.135345,2720967,,
7/9/2021,2128.521773,2141.14246,2116.230331,2137.965248,1922120,,
7/12/2021,2138.808012,2145.75178,2119.754478,2127.09709,1842364,,
7/13/2021,2127.505557,2140.618099,2112.513658,2117.806219,2053606,,
7/14/2021,2117.400523,2124.536039,2096.080799,2112.026506,2333276,,
7/15/2021,2110.71465,2123.328447,2089.970801,2094.381918,2502283,,
7/16/2021,2093.234566,2097.481407,2053.198858,2067.27166,2959959,,
7/19/2021,2072.933608,2105.49644,2054.277232,2091.129448,3604371,,
7/20/2021,2092.958755,2120.370215,2086.830259,2116.718843,2572914,,
7/21/2021,2118.848431,2130.994739,2102.41363,2115.303762,1921971,,
7/22/2021,2120.77631,2133.794774,2110.859259,2128.761826,1720431,,
7/23/2021,2128.84572,2144.35924,2115.724679,2137.820222,1838554,,
7/26/2021,2137.650062,2139.924705,2105.089834,2124.621703,1963201,,
7/27/2021,2119.737773,2143.772157,2111.434816,2131.974248,2481730,,
7/28/2021,2130.510181,2148.495064,2123.869784,2139.193225,1905007,,
7/29/2021,2134.381702,2144.471772,2119.830579,2132.062334,1841657,,
7/30/2021,2132.52148,2147.761459,2120.877592,2125.066552,2144507,,
8/2/2021,2127.359443,2140.886755,2110.48717,2133.516662,2048302,,
8/3/2021,2131.993083,2141.147475,2117.483153,2127.118717,2044834,,
8/4/2021,2126.976957,2145.930119,2122.762216,2142.531163,1636092,,
8/5/2021,2142.100518,2156.616345,2135.556122,2148.369642,1443004,,
8/6/2021,2148.074088,2151.721868,2136.304658,2145.684644,1520614,,
8/9/2021,2146.70118,2152.481261,2135.322258,2145.7078,1492726,,
8/10/2021,2145.893199,2156.439361,2135.183374,2151.095024,1696598,,
8/11/2021,2150.770466,2157.251612,2140.222504,2153.325881,1627626,,
8/12/2021,2153.793029,2159.739419,2144.670723,2151.674115,1421818,,
8/13/2021,2149.70555,2154.648757,2130.652088,2149.058147,1695543,,
8/16/2021,2147.78146,2150.592344,2115.862394,2134.391966,2377810,,
8/17/2021,2131.754578,2140.469183,2105.517083,2115.093454,2726537,,
8/18/2021,2111.978724,2123.074243,2085.22735,2104.722391,2815063,,
8/19/2021,2105.621459,2128.532131,2087.968643,2124.269917,2795317,,
8/20/2021,2123.965153,2154.219824,2119.65917,2150.414627,2019645,,
8/23/2021,2152.308603,2167.09287,2150.627305,2162.826924,1599495,,
8/24/2021,2164.375205,2174.070676,2158.704998,2166.996327,1455980,,
8/25/2021,2167.764786,2171.483199,2151.778247,2155.963021,1689735,,
8/26/2021,2156.751587,2183.965829,2149.803074,2178.005696,2066729,,
8/27/2021,2180.0766,2194.244816,2172.651058,2185.966507,1897276,,
8/30/2021,2187.757771,2197.242531,2178.06283,2188.705365,1808002,,
8/31/2021,2191.458663,2203.205271,2183.239024,2192.491875,2142817,,
9/1/2021,2193.240491,2205.99618,2187.555618,2197.899612,1797611,,
9/2/2021,2198.552538,2207.452828,2188.488035,2197.77341,1770323,,
9/3/2021,2197.736794,2206.165401,2185.250829,2190.901351,2062146,,
9/7/2021,2189.968894,2195.337826,2169.824915,2179.394698,2227637,,
9/8/2021,2178.618413,2190.979324,2163.654623,2174.502051,2550442,,
9/9/2021,2174.25956,2189.176613,2156.630378,2158.145577,2496107,,
9/10/2021,2159.598001,2175.88033,2146.886163,2161.159513,2459155,,
9/13/2021,2161.411677,2173.422624,2139.269754,2146.890664,2441336,,
9/14/2021,2145.640165,2163.036666,2134.840645,2155.428418,3044512,,
9/15/2021,2156.498848,2165.961666,2139.748776,2158.670212,2444101,,
9/16/2021,2158.205168,2163.319529,2137.512044,2148.695726,2552651,,
9/17/2021,2144.324004,2149.194478,2087.675858,2109.833306,3432831,,
9/20/2021,2106.498261,2129.03124,2088.016225,2102.4302,3814112,,
9/21/2021,2098.983949,2135.942428,2090.987669,2120.556082,2964671,,
9/22/2021,2120.746115,2155.834656,2118.549462,2148.147772,2655331,,
9/23/2021,2148.442414,2160.984446,2134.806447,2152.427342,2225778,,
9/24/2021,2153.351228,2172.983712,2139.588633,2158.199343,2054913,,
